id;clusters_0;clusters_1
pub.1047136747;5;4
pub.1047146734;9;8
pub.1047147777;21;17
pub.1047148965;9;8
pub.1047152356;1172;764
pub.1047173756;50;18
pub.1047200828;0;0
pub.1047206356;45;23
pub.1047211434;108;38
pub.1047227441;20;3
pub.1047241082;9;8
pub.1047272982;70;1
pub.1047323216;9;8
pub.1047332208;13;4
pub.1047335548;9;8
pub.1047349905;26;4
pub.1047378313;36;27
pub.1047399012;29;4
pub.1047405675;78;53
pub.1047409113;24;18
pub.1047421985;9;8
pub.1047443938;45;23
pub.1047454085;22;18
pub.1047459570;12;10
pub.1046586869;22;18
pub.1046594549;50;18
pub.1046613440;9;8
pub.1046624202;49;2
pub.1046631097;42;32
pub.1046645123;3;2
pub.1046654490;21;17
pub.1046667824;12;10
pub.1046670976;14;11
pub.1046685599;9;8
pub.1046689773;5;4
pub.1046696733;50;18
pub.1046713166;31;24
pub.1046738886;5;4
pub.1046740636;26;4
pub.1046751429;26;4
pub.1046792158;22;18
pub.1046819867;5;4
pub.1046820623;5;4
pub.1046820803;85;58
pub.1046846719;21;17
pub.1046868314;1;0
pub.1046871490;26;4
pub.1046881158;110;61
pub.1046881788;62;32
pub.1046896882;159;104
pub.1046902438;15;12
pub.1046924695;13;4
pub.1047012726;108;38
pub.1047028085;32;12
pub.1047041447;5;4
pub.1047048562;9;8
pub.1047062771;31;24
pub.1047064802;28;22
pub.1047073490;22;18
pub.1047085153;51;35
pub.1047115075;9;8
pub.1047162350;23;19
pub.1047174690;30;23
pub.1047188257;94;63
pub.1047215093;9;8
pub.1047217096;68;47
pub.1047236946;9;8
pub.1047237796;30;23
pub.1047238513;15;12
pub.1047246703;5;4
pub.1047284284;131;67
pub.1047290738;62;32
pub.1047298313;30;23
pub.1047300215;9;8
pub.1047301053;21;17
pub.1047315081;5;4
pub.1047323451;9;8
pub.1047324280;23;19
pub.1047333721;47;21
pub.1047358380;6;5
pub.1047376950;0;0
pub.1047387845;6;5
pub.1047412657;8;7
pub.1047423530;13;4
pub.1047444661;41;4
pub.1047473630;12;10
pub.1047477961;41;4
pub.1047506248;57;38
pub.1047553260;9;8
pub.1047570529;9;8
pub.1047613507;165;75
pub.1047653911;22;18
pub.1047659179;45;23
pub.1047662130;0;0
pub.1047667436;57;38
pub.1047679297;12;10
pub.1047682280;45;23
pub.1047718098;9;8
pub.1047720866;22;18
pub.1047742477;23;19
pub.1047786229;0;0
pub.1047794279;9;8
pub.1046676220;57;38
pub.1046710036;3;2
pub.1046729079;5;4
pub.1046736541;9;8
pub.1046748703;28;22
pub.1046764963;9;8
pub.1046766048;31;24
pub.1046789299;13;4
pub.1046811485;9;8
pub.1046827848;9;8
pub.1046871084;95;64
pub.1046872970;9;8
pub.1046874528;126;36
pub.1046879067;9;8
pub.1046884190;9;8
pub.1046884664;26;4
pub.1046884699;30;23
pub.1046911514;30;23
pub.1046919308;62;32
pub.1046926848;178;115
pub.1046986958;54;38
pub.1047018516;9;8
pub.1047026917;46;33
pub.1047034936;12;10
pub.1047035066;9;8
pub.1047038656;5;4
pub.1047044478;9;8
pub.1047053933;20;3
pub.1047061273;9;8
pub.1047084983;103;8
pub.1047085192;1;0
pub.1047100607;12;10
pub.1047105716;101;67
pub.1047112846;68;47
pub.1047114607;60;43
pub.1047129380;9;8
pub.1047130377;15;12
pub.1047137781;9;8
pub.1047137944;22;18
pub.1047177561;9;8
pub.1047177670;13;4
pub.1047180877;30;23
pub.1047212982;9;8
pub.1047214296;26;4
pub.1047229065;59;42
pub.1047229221;24;18
pub.1047235199;9;8
pub.1047250448;9;8
pub.1047255198;0;0
pub.1047298201;47;21
pub.1047315501;45;23
pub.1047346122;68;47
pub.1047370074;41;4
pub.1047419096;9;8
pub.1047432366;0;0
pub.1047440628;5;4
pub.1047474731;29;4
pub.1047475554;9;8
pub.1047480429;23;19
pub.1047484826;4;3
pub.1047485737;41;4
pub.1047492237;119;57
pub.1047534729;9;8
pub.1047543801;9;8
pub.1047548693;68;47
pub.1047558540;5;4
pub.1047579068;108;38
pub.1047611638;5;4
pub.1047621443;9;8
pub.1047628673;29;4
pub.1047649355;97;65
pub.1047655728;21;17
pub.1047675992;13;4
pub.1046555938;9;8
pub.1046587341;0;0
pub.1046609941;30;23
pub.1046612340;22;18
pub.1046629668;9;8
pub.1046639815;9;8
pub.1046679989;45;23
pub.1046685531;9;8
pub.1046695037;20;3
pub.1046726381;9;8
pub.1046737579;22;18
pub.1046774170;104;69
pub.1046774334;26;4
pub.1046775471;6;5
pub.1046788036;23;19
pub.1046804632;68;47
pub.1046824945;122;5
pub.1046827068;1;0
pub.1046844006;41;4
pub.1046879410;9;8
pub.1046886091;80;55
pub.1046907952;31;24
pub.1046922660;0;0
pub.1046940216;50;18
pub.1046950527;0;0
pub.1046954515;36;27
pub.1046960239;13;4
pub.1046970114;4;3
pub.1046974369;30;23
pub.1046975005;5;4
pub.1046981992;6;5
pub.1046992799;9;8
pub.1047000578;21;17
pub.1047006052;41;4
pub.1047006792;5;4
pub.1047008271;26;4
pub.1047011807;122;5
pub.1047059448;5;4
pub.1047067486;9;8
pub.1047069167;57;38
pub.1047152197;4;3
pub.1047163123;9;8
pub.1047216075;26;4
pub.1047233569;21;17
pub.1047244357;134;84
pub.1047266096;0;0
pub.1047283023;9;8
pub.1047287703;58;41
pub.1047305696;131;67
pub.1047321813;13;4
pub.1047331130;5;4
pub.1047389466;4;3
pub.1047389898;21;17
pub.1047392893;9;8
pub.1047394216;116;74
pub.1047396450;9;8
pub.1047406987;9;8
pub.1047432646;50;18
pub.1047438559;3;2
pub.1047448872;23;19
pub.1047449747;20;3
pub.1047461297;23;19
pub.1047461341;13;4
pub.1047487112;9;8
pub.1047492764;26;4
pub.1047503203;23;19
pub.1047510705;23;19
pub.1047529188;13;4
pub.1047560522;65;23
pub.1047618510;0;0
pub.1046824671;46;33
pub.1046831241;5;4
pub.1046857718;5;4
pub.1046861042;0;0
pub.1046877646;9;8
pub.1046888103;13;4
pub.1046897634;63;30
pub.1046902322;51;35
pub.1046902330;47;21
pub.1046903871;27;21
pub.1046904033;6;5
pub.1046933738;6;5
pub.1046937330;65;23
pub.1046957251;50;18
pub.1046990504;93;3
pub.1047001138;9;8
pub.1047003412;23;19
pub.1047017860;45;23
pub.1047042670;5;4
pub.1047043599;32;12
pub.1047056436;54;38
pub.1047061898;21;17
pub.1047067572;0;0
pub.1047069644;4;3
pub.1047094818;65;23
pub.1047100399;62;32
pub.1047121898;30;23
pub.1047142018;40;31
pub.1047143379;30;23
pub.1047161914;62;32
pub.1047174972;23;19
pub.1047196403;5;4
pub.1047203684;57;38
pub.1047256889;21;17
pub.1047303041;5;4
pub.1047303647;669;67
pub.1047313498;30;23
pub.1047327409;5;4
pub.1047359592;5;4
pub.1047364952;22;18
pub.1047368818;31;24
pub.1047409577;41;4
pub.1047415766;30;23
pub.1047419660;9;8
pub.1047421133;12;10
pub.1047441601;13;4
pub.1047459460;45;23
pub.1047468582;23;19
pub.1047484831;45;23
pub.1047498296;9;8
pub.1047535531;22;18
pub.1047567752;57;38
pub.1047578950;29;4
pub.1047599073;51;35
pub.1047631687;50;18
pub.1047657964;5;4
pub.1047659200;4;3
pub.1047694080;22;18
pub.1047694917;22;18
pub.1047696275;57;38
pub.1047697446;100;66
pub.1047698410;30;23
pub.1046890218;170;110
pub.1046902183;13;4
pub.1046904672;7;6
pub.1046905566;5;4
pub.1046915060;26;4
pub.1046921778;131;67
pub.1046954130;108;38
pub.1046969474;9;8
pub.1046980309;26;4
pub.1046990662;30;23
pub.1046995311;22;18
pub.1047003377;28;22
pub.1047020037;5;4
pub.1047050379;21;17
pub.1047071328;108;38
pub.1047072281;20;3
pub.1047076784;22;18
pub.1047084297;6;5
pub.1047100635;30;23
pub.1047123848;10;5
pub.1047157041;9;8
pub.1047160630;13;4
pub.1047162819;22;18
pub.1047180487;9;8
pub.1047192123;0;0
pub.1047196761;9;8
pub.1047208977;1175;47
pub.1047213073;9;8
pub.1047219783;41;4
pub.1047241405;5;4
pub.1047241570;9;8
pub.1047247017;21;17
pub.1047254557;13;4
pub.1047267891;41;4
pub.1047276180;9;8
pub.1047298721;9;8
pub.1047308587;65;23
pub.1047308997;22;18
pub.1047324439;4;3
pub.1047333213;178;115
pub.1047338448;13;4
pub.1047339151;9;8
pub.1047345451;22;18
pub.1047366249;9;8
pub.1047414281;5;4
pub.1047426842;22;18
pub.1047431103;13;4
pub.1047445374;9;8
pub.1047446328;38;29
pub.1047460040;5;4
pub.1047463782;21;17
pub.1047469526;9;8
pub.1047471932;5;4
pub.1047473440;54;38
pub.1047479987;49;2
pub.1047482678;12;10
pub.1047485836;5;4
pub.1047496347;23;19
pub.1047497719;9;8
pub.1047499344;15;12
pub.1047516530;5;4
pub.1047524743;23;19
pub.1047527171;23;19
pub.1047530363;12;10
pub.1047533609;23;19
pub.1047541793;9;8
pub.1047543383;9;8
pub.1047557060;36;27
pub.1047566842;22;18
pub.1047566942;20;3
pub.1047567361;57;38
pub.1047576523;6;5
pub.1047601297;9;8
pub.1047607809;9;8
pub.1047636831;45;23
pub.1047647929;68;47
pub.1046908848;30;23
pub.1046948170;5;4
pub.1046951004;43;24
pub.1046951707;9;8
pub.1046953275;57;38
pub.1046956890;5;4
pub.1046957807;45;23
pub.1046963961;26;4
pub.1046977279;5;4
pub.1046987438;9;8
pub.1047021917;9;8
pub.1047028427;5;4
pub.1047033224;45;23
pub.1047034132;81;15
pub.1047037500;1;0
pub.1047043152;5;4
pub.1047045585;9;8
pub.1047053842;0;0
pub.1047077184;20;3
pub.1047080609;13;4
pub.1047101488;5;4
pub.1047103844;9;8
pub.1047152644;22;18
pub.1047164881;33;25
pub.1047166749;41;4
pub.1047167824;29;4
pub.1047181004;9;8
pub.1047185271;21;17
pub.1047236827;74;50
pub.1047258333;23;19
pub.1047259812;20;3
pub.1047301418;50;18
pub.1047309736;13;4
pub.1047322478;26;4
pub.1047323691;22;18
pub.1047332294;9;8
pub.1047334583;4;3
pub.1047348677;57;38
pub.1047363391;21;17
pub.1047364905;6;5
pub.1047398589;0;0
pub.1047399488;13;4
pub.1047405163;0;0
pub.1047409630;22;18
pub.1047432959;31;24
pub.1047441379;23;19
pub.1047471187;5;4
pub.1047503142;28;22
pub.1047525270;15;12
pub.1047583462;103;8
pub.1047587249;10;5
pub.1047621794;1177;8
pub.1047623900;1178;0
pub.1047624415;5;4
pub.1047631135;9;8
pub.1047637109;22;18
pub.1047653243;21;17
pub.1047696116;9;8
pub.1047702411;26;4
pub.1047737867;9;8
pub.1047738565;9;8
pub.1047742771;46;33
pub.1047749029;26;4
pub.1047774448;178;115
pub.1047793552;5;4
pub.1047804808;9;8
pub.1047815560;49;2
pub.1047019724;21;17
pub.1047020642;22;18
pub.1047030551;165;75
pub.1047031723;71;9
pub.1047032835;24;18
pub.1047034514;5;4
pub.1047072792;1179;768
pub.1047097873;23;19
pub.1047125932;0;0
pub.1047133054;62;32
pub.1047138231;4;3
pub.1047168613;5;4
pub.1047171760;23;19
pub.1047172868;41;4
pub.1047199339;13;4
pub.1047222908;49;2
pub.1047225800;9;8
pub.1047230308;9;8
pub.1047251418;65;23
pub.1047260990;33;25
pub.1047266307;21;17
pub.1047281949;26;4
pub.1047306727;6;5
pub.1047314947;10;5
pub.1047323685;161;2
pub.1047328144;45;23
pub.1047328209;33;25
pub.1047334288;12;10
pub.1047334723;45;23
pub.1047340636;108;38
pub.1047340798;110;61
pub.1047344189;22;18
pub.1047347357;9;8
pub.1047353586;9;8
pub.1047356330;45;23
pub.1047363092;9;8
pub.1047391386;9;8
pub.1047397657;15;12
pub.1047440838;13;4
pub.1047459256;28;22
pub.1047469293;65;23
pub.1047472960;175;25
pub.1047506975;1;0
pub.1047507733;96;53
pub.1047512588;26;4
pub.1047544048;0;0
pub.1047583392;31;24
pub.1047598834;5;4
pub.1047599826;5;4
pub.1047645153;31;24
pub.1047649622;3;2
pub.1047661143;22;18
pub.1047663273;22;18
pub.1047669297;57;38
pub.1047670292;9;8
pub.1047708659;21;17
pub.1047716889;5;4
pub.1047717976;146;2
pub.1047719242;21;17
pub.1047792838;16;13
pub.1047823399;9;8
pub.1047849269;36;27
pub.1047857233;59;42
pub.1047873868;5;4
pub.1047897066;67;46
pub.1047901626;9;8
pub.1047908156;4;3
pub.1047911365;108;38
pub.1047923787;3;2
pub.1047924566;122;5
pub.1047980303;161;2
pub.1048045250;41;4
pub.1048045303;103;8
pub.1048050893;1181;769
pub.1048050948;67;46
pub.1048051557;48;34
pub.1048060670;9;8
pub.1048064579;45;23
pub.1048068293;9;8
pub.1048088883;26;4
pub.1048094459;9;8
pub.1048100051;47;21
pub.1048100412;9;8
pub.1047077243;26;4
pub.1047092547;13;4
pub.1047104207;9;8
pub.1047113383;23;19
pub.1047119915;5;4
pub.1047129358;62;32
pub.1047146845;57;38
pub.1047168687;70;1
pub.1047178450;5;4
pub.1047181256;31;24
pub.1047194453;148;95
pub.1047213510;30;23
pub.1047213886;5;4
pub.1047235430;68;47
pub.1047244039;36;27
pub.1047248398;26;4
pub.1047267552;5;4
pub.1047269781;9;8
pub.1047284260;9;8
pub.1047296236;108;38
pub.1047321005;9;8
pub.1047355868;98;10
pub.1047372615;0;0
pub.1047402380;31;24
pub.1047405134;138;88
pub.1047405359;46;33
pub.1047428347;5;4
pub.1047435891;9;8
pub.1047470680;9;8
pub.1047508410;108;38
pub.1047516570;68;47
pub.1047517778;5;4
pub.1047518143;9;8
pub.1047577337;9;8
pub.1047591883;30;23
pub.1047603352;41;4
pub.1047613386;28;22
pub.1047704247;76;52
pub.1047706120;29;4
pub.1047708605;28;22
pub.1047721342;9;8
pub.1047721558;26;4
pub.1047729090;9;8
pub.1047732227;9;8
pub.1047765627;0;0
pub.1047769154;27;21
pub.1047805301;9;8
pub.1047849609;13;4
pub.1047874078;22;18
pub.1047897118;91;62
pub.1047914420;5;4
pub.1047916987;31;24
pub.1047920557;20;3
pub.1047934239;13;4
pub.1047935364;41;4
pub.1047937217;31;24
pub.1047955628;540;19
pub.1047956647;21;17
pub.1047959424;10;5
pub.1047984803;5;4
pub.1048043851;30;23
pub.1048049233;9;8
pub.1048053846;36;27
pub.1048054039;13;4
pub.1048086785;131;67
pub.1048102853;71;9
pub.1048107244;3;2
pub.1048107571;108;38
pub.1048108804;5;4
pub.1046816769;5;4
pub.1046832766;9;8
pub.1046845106;62;32
pub.1046908586;4;3
pub.1046950141;49;2
pub.1046965890;47;21
pub.1046977556;29;4
pub.1047017952;9;8
pub.1047032975;6;5
pub.1047041989;26;4
pub.1047046204;15;12
pub.1047050509;9;8
pub.1047061332;64;44
pub.1047062223;50;18
pub.1047079625;22;18
pub.1047082296;30;23
pub.1047092219;185;110
pub.1047132001;5;4
pub.1047133751;100;66
pub.1047138800;21;17
pub.1047140990;13;4
pub.1047151532;5;4
pub.1047162551;3;2
pub.1047170363;30;23
pub.1047190903;68;47
pub.1047195262;15;12
pub.1047219489;9;8
pub.1047236371;23;19
pub.1047242491;9;8
pub.1047244787;5;4
pub.1047263178;22;18
pub.1047274216;5;4
pub.1047321121;21;17
pub.1047328469;2;1
pub.1047332468;23;19
pub.1047337715;30;23
pub.1047357452;65;23
pub.1047378744;70;1
pub.1047413106;20;3
pub.1047416423;5;4
pub.1047435090;42;32
pub.1047447231;5;4
pub.1047461675;65;23
pub.1047465072;49;2
pub.1047482545;47;21
pub.1047487220;65;23
pub.1047487965;20;3
pub.1047490771;22;18
pub.1047496718;9;8
pub.1047498300;4;3
pub.1047503409;6;5
pub.1047531745;12;10
pub.1047548486;26;4
pub.1047559844;21;17
pub.1047570845;57;38
pub.1047584079;5;4
pub.1047619281;42;32
pub.1047619611;13;4
pub.1047620071;20;3
pub.1047632149;45;23
pub.1047640885;5;4
pub.1047650376;108;38
pub.1047666588;6;5
pub.1047673170;13;4
pub.1047673269;23;19
pub.1047687781;21;17
pub.1047704000;104;69
pub.1047723050;22;18
pub.1047458336;20;3
pub.1047459042;45;23
pub.1047459777;131;67
pub.1047462136;65;23
pub.1047487421;6;5
pub.1047493336;21;17
pub.1047497611;5;4
pub.1047532983;0;0
pub.1047563609;9;8
pub.1047580524;5;4
pub.1047581704;228;144
pub.1047587756;98;10
pub.1047604768;21;17
pub.1047624921;13;4
pub.1047669304;13;4
pub.1047674891;15;12
pub.1047695130;62;32
pub.1047699575;45;23
pub.1047703764;9;8
pub.1047712516;102;68
pub.1047728269;22;18
pub.1047732336;30;23
pub.1047760846;111;64
pub.1047772409;116;74
pub.1047782248;9;8
pub.1047788940;9;8
pub.1047806935;9;8
pub.1047809276;9;8
pub.1047822838;9;8
pub.1047842126;9;8
pub.1047842861;1188;773
pub.1047877663;30;23
pub.1047888680;54;38
pub.1047889097;9;8
pub.1047908189;25;20
pub.1047908401;62;32
pub.1047917234;5;4
pub.1047918091;45;23
pub.1047919593;45;23
pub.1047943901;95;64
pub.1047952331;430;283
pub.1047961409;9;8
pub.1047964815;31;24
pub.1047986234;36;27
pub.1047987856;22;18
pub.1047999343;9;8
pub.1048002363;45;23
pub.1048012252;22;18
pub.1048029001;6;5
pub.1048057523;20;3
pub.1048078902;9;8
pub.1048082683;9;8
pub.1048092800;22;18
pub.1048104113;5;4
pub.1048136591;5;4
pub.1048149067;6;5
pub.1048156041;6;5
pub.1048176552;21;17
pub.1048199699;21;17
pub.1048205023;9;8
pub.1048247747;9;8
pub.1048264999;50;18
pub.1048267424;68;47
pub.1048297458;20;3
pub.1048312347;9;8
pub.1048322116;5;4
pub.1048372077;57;38
pub.1048372596;9;8
pub.1048379214;30;23
pub.1048405123;45;23
pub.1048437320;28;22
pub.1048475573;33;25
pub.1048528949;13;4
pub.1047401168;62;32
pub.1047452614;5;4
pub.1047457140;5;4
pub.1047457720;22;18
pub.1047469139;9;8
pub.1047485576;29;4
pub.1047499777;22;18
pub.1047508721;5;4
pub.1047509778;20;3
pub.1047514446;110;61
pub.1047514977;50;18
pub.1047533774;9;8
pub.1047541891;26;4
pub.1047572206;57;38
pub.1047580443;3;2
pub.1047592970;4;3
pub.1047626494;5;4
pub.1047626696;50;18
pub.1047642276;15;12
pub.1047716428;9;8
pub.1047727666;5;4
pub.1047734876;6;5
pub.1047762426;13;4
pub.1047763870;26;4
pub.1047773404;9;8
pub.1047784424;22;18
pub.1047788137;108;38
pub.1047794284;36;27
pub.1047794963;5;4
pub.1047832789;9;8
pub.1047836688;138;88
pub.1047848156;9;8
pub.1047864075;23;19
pub.1047865031;5;4
pub.1047874672;9;8
pub.1047896756;18;15
pub.1047905978;13;4
pub.1047910595;54;38
pub.1047915232;22;18
pub.1047915612;12;10
pub.1047921486;20;3
pub.1047937978;22;18
pub.1047941843;9;8
pub.1047960138;57;38
pub.1047969725;9;8
pub.1048000255;65;23
pub.1048087546;4;3
pub.1048128638;6;5
pub.1048169708;5;4
pub.1048224830;122;5
pub.1048225294;76;52
pub.1048225432;67;46
pub.1048258241;24;18
pub.1048277961;4;3
pub.1048282940;50;18
pub.1048288142;0;0
pub.1048294468;94;63
pub.1048294565;5;4
pub.1048297126;40;31
pub.1048321404;9;8
pub.1048333206;21;17
pub.1048337583;26;4
pub.1048344233;94;63
pub.1048354145;22;18
pub.1048356525;4;3
pub.1048370388;9;8
pub.1048370796;1190;775
pub.1048393241;9;8
pub.1048399290;26;4
pub.1048410775;47;21
pub.1048434731;9;8
pub.1048437130;5;4
pub.1047467191;24;18
pub.1047474017;100;66
pub.1047476748;148;95
pub.1047504827;0;0
pub.1047519947;26;4
pub.1047521550;1;0
pub.1047522066;13;4
pub.1047529556;20;3
pub.1047551497;9;8
pub.1047576458;32;12
pub.1047577506;51;35
pub.1047601940;6;5
pub.1047602837;13;4
pub.1047636108;20;3
pub.1047650338;22;18
pub.1047700777;9;8
pub.1047717079;71;9
pub.1047728567;62;32
pub.1047729784;13;4
pub.1047738269;22;18
pub.1047762892;9;8
pub.1047781906;9;8
pub.1047788946;62;32
pub.1047798162;10;5
pub.1047800678;108;38
pub.1047835036;35;13
pub.1047856801;179;116
pub.1047858307;9;8
pub.1047887309;9;8
pub.1047902402;30;23
pub.1047908197;70;1
pub.1047910875;5;4
pub.1047931823;140;89
pub.1047938983;13;4
pub.1047957180;5;4
pub.1047958358;10;5
pub.1047978299;45;23
pub.1047995641;22;18
pub.1047995955;9;8
pub.1047999447;62;32
pub.1048025089;45;23
pub.1048031500;5;4
pub.1048085787;13;4
pub.1048108674;9;8
pub.1048112956;21;17
pub.1048122008;31;24
pub.1048142292;131;67
pub.1048153266;41;4
pub.1048166336;36;27
pub.1048171116;62;32
pub.1048192684;23;19
pub.1048194310;20;3
pub.1048209566;50;18
pub.1048224881;50;18
pub.1048228102;5;4
pub.1048235483;67;46
pub.1048254554;71;9
pub.1048258156;5;4
pub.1048260704;26;4
pub.1048262813;12;10
pub.1047631142;26;4
pub.1047635271;30;23
pub.1047676971;9;8
pub.1047681123;21;17
pub.1047689306;22;18
pub.1047696046;22;18
pub.1047708789;23;19
pub.1047741362;5;4
pub.1047791016;9;8
pub.1047798179;108;38
pub.1047830408;4;3
pub.1047859389;5;4
pub.1047859565;5;4
pub.1047864539;40;31
pub.1047876264;5;4
pub.1047883327;13;4
pub.1047906437;42;32
pub.1047946268;26;4
pub.1047958707;4;3
pub.1047959667;93;3
pub.1047967923;9;8
pub.1047984506;9;8
pub.1048012941;5;4
pub.1048036020;65;23
pub.1048041753;5;4
pub.1048043695;28;22
pub.1048070708;50;18
pub.1048072560;4;3
pub.1048084380;22;18
pub.1048107555;21;17
pub.1048112962;9;8
pub.1048143432;304;33
pub.1048152975;24;18
pub.1048191064;5;4
pub.1048214041;42;32
pub.1048221345;6;5
pub.1048242424;9;8
pub.1048246970;5;4
pub.1048254362;9;8
pub.1048255495;30;23
pub.1048264432;22;18
pub.1048272022;62;32
pub.1048279097;26;4
pub.1048285126;68;47
pub.1048316458;108;38
pub.1048319470;23;19
pub.1048336248;30;23
pub.1048383479;77;2
pub.1048392538;81;15
pub.1048395298;30;23
pub.1048429102;5;4
pub.1048433547;5;4
pub.1048455302;9;8
pub.1048465442;5;4
pub.1048481948;21;17
pub.1048498992;15;12
pub.1048521601;15;12
pub.1048522675;42;32
pub.1048534494;30;23
pub.1048574733;15;12
pub.1048582980;3;2
pub.1048586844;29;4
pub.1048604321;13;4
pub.1048606089;41;4
pub.1048623642;0;0
pub.1048627359;9;8
pub.1048630844;9;8
pub.1048644888;9;8
pub.1048646625;165;75
pub.1048656861;30;23
pub.1048688589;90;56
pub.1048708118;22;18
pub.1048722557;29;4
pub.1048728676;23;19
pub.1048777772;21;17
pub.1048785822;22;18
pub.1048797577;9;8
pub.1048829746;26;4
pub.1048838868;45;23
pub.1048858045;42;32
pub.1047652349;32;12
pub.1047685665;22;18
pub.1047689138;24;18
pub.1047714989;13;4
pub.1047717063;45;23
pub.1047722281;9;8
pub.1047737903;5;4
pub.1047744399;21;17
pub.1047761168;42;32
pub.1047766612;22;18
pub.1047784179;22;18
pub.1047804371;26;4
pub.1047815489;5;4
pub.1047837766;28;22
pub.1047860817;21;17
pub.1047866597;29;4
pub.1047901336;21;17
pub.1047945379;9;8
pub.1047994915;42;32
pub.1048003816;9;8
pub.1048017260;31;24
pub.1048044777;9;8
pub.1048076282;4;3
pub.1048079891;24;18
pub.1048110217;5;4
pub.1048153199;45;23
pub.1048172856;57;38
pub.1048195059;49;2
pub.1048204518;15;12
pub.1048221562;131;67
pub.1048225891;60;43
pub.1048240356;9;8
pub.1048244661;4;3
pub.1048272507;28;22
pub.1048292380;7;6
pub.1048297400;30;23
pub.1048302110;13;4
pub.1048306666;9;8
pub.1048307661;6;5
pub.1048319910;1009;5
pub.1048335920;13;4
pub.1048385268;21;17
pub.1048432359;0;0
pub.1048434809;9;8
pub.1048435276;103;8
pub.1048463160;13;4
pub.1048475917;12;10
pub.1048485952;42;32
pub.1048492108;9;8
pub.1048505255;9;8
pub.1048516593;21;17
pub.1048522881;62;32
pub.1048529377;9;8
pub.1048557743;36;27
pub.1048609597;104;69
pub.1048623588;5;4
pub.1048627445;26;4
pub.1048632362;15;12
pub.1048638906;58;41
pub.1048642589;30;23
pub.1048710720;30;23
pub.1048730646;22;18
pub.1048741513;5;4
pub.1048756691;5;4
pub.1048804786;30;23
pub.1048842634;5;4
pub.1048845925;30;23
pub.1048852230;68;47
pub.1048854263;101;67
pub.1048866412;24;18
pub.1048869277;30;23
pub.1048885307;5;4
pub.1048905491;31;24
pub.1047716965;9;8
pub.1047724092;68;47
pub.1047729915;46;33
pub.1047768633;13;4
pub.1047768889;13;4
pub.1047795334;45;23
pub.1047806712;6;5
pub.1047888921;9;8
pub.1047893254;30;23
pub.1047909555;9;8
pub.1047915913;3;2
pub.1047920248;21;17
pub.1047923635;24;18
pub.1047929800;3;2
pub.1047935317;30;23
pub.1047937908;50;18
pub.1047947277;9;8
pub.1047952283;9;8
pub.1048012343;5;4
pub.1048015012;21;17
pub.1048111428;143;91
pub.1048127517;15;12
pub.1048177838;9;8
pub.1048192188;30;23
pub.1048196615;9;8
pub.1048213234;30;23
pub.1048220941;22;18
pub.1048252524;9;8
pub.1048272606;30;23
pub.1048277916;57;38
pub.1048281439;58;41
pub.1048310813;9;8
pub.1048333800;31;24
pub.1048341263;9;8
pub.1048347182;78;53
pub.1048381071;31;24
pub.1048404547;68;47
pub.1048416194;21;17
pub.1048424839;9;8
pub.1048428260;21;17
pub.1048434557;5;4
pub.1048442821;93;3
pub.1048445633;29;4
pub.1048454116;13;4
pub.1048475617;0;0
pub.1048478830;5;4
pub.1048492976;127;80
pub.1048501046;71;9
pub.1048504388;23;19
pub.1048509485;22;18
pub.1048521434;13;4
pub.1048530129;3;2
pub.1048532097;9;8
pub.1048545643;9;8
pub.1048558917;13;4
pub.1048564665;23;19
pub.1048585105;45;23
pub.1048629036;9;8
pub.1048648245;9;8
pub.1048650977;65;23
pub.1048653586;22;18
pub.1048678351;21;17
pub.1048683647;59;42
pub.1048723160;15;12
pub.1048723466;9;8
pub.1048728092;9;8
pub.1048743060;45;23
pub.1048748844;29;4
pub.1048753030;42;32
pub.1048761791;5;4
pub.1048765717;13;4
pub.1048773605;5;4
pub.1048786606;30;23
pub.1047721868;9;8
pub.1047733247;5;4
pub.1047752815;5;4
pub.1047755300;3;2
pub.1047764243;9;8
pub.1047768930;5;4
pub.1047790184;30;23
pub.1047804564;45;23
pub.1047831909;3;2
pub.1047837780;41;4
pub.1047840075;12;10
pub.1047846072;17;14
pub.1047846400;57;38
pub.1047846427;23;19
pub.1047847676;57;38
pub.1047849949;31;24
pub.1047850261;30;23
pub.1047870510;1196;779
pub.1047913557;3;2
pub.1047925986;9;8
pub.1047928672;10;5
pub.1047936387;3;2
pub.1047961699;23;19
pub.1047989180;41;4
pub.1047996694;94;63
pub.1048019492;30;23
pub.1048026933;9;8
pub.1048057564;26;4
pub.1048078669;12;10
pub.1048098602;9;8
pub.1048104392;95;64
pub.1048105033;40;31
pub.1048108913;9;8
pub.1048153335;22;18
pub.1048154097;54;38
pub.1048174163;4;3
pub.1048175307;9;8
pub.1048184443;15;12
pub.1048189102;30;23
pub.1048206932;13;4
pub.1048212558;26;4
pub.1048226301;22;18
pub.1048232804;5;4
pub.1048234810;9;8
pub.1048235390;108;38
pub.1048241051;50;18
pub.1048253064;23;19
pub.1048265696;9;8
pub.1048277547;65;23
pub.1048281481;26;4
pub.1048351455;28;22
pub.1048357237;30;23
pub.1048389676;57;38
pub.1048416361;26;4
pub.1048425863;30;23
pub.1048439934;5;4
pub.1048456048;42;32
pub.1048466763;9;8
pub.1048473702;26;4
pub.1048497422;0;0
pub.1048500357;5;4
pub.1048526252;3;2
pub.1048531871;21;17
