id;clusters_0;clusters_1
pub.1125717062;170;110
pub.1125718014;3;2
pub.1125719030;6;5
pub.1125727272;3;2
pub.1125731418;50;18
pub.1125733808;3;2
pub.1125734209;3;2
pub.1125734879;3;2
pub.1125734893;3;2
pub.1125736925;22;18
pub.1125753937;146;2
pub.1125754127;3;2
pub.1125755603;3;2
pub.1125756480;3;2
pub.1125757977;36;27
pub.1125759278;3;2
pub.1125759746;130;2
pub.1125765297;3;2
pub.1125766521;3;2
pub.1125767341;3;2
pub.1125767451;23;19
pub.1125768710;1905;2
pub.1125770311;3;2
pub.1125771424;36;27
pub.1125774166;3;2
pub.1125774539;47;21
pub.1125774869;3;2
pub.1125774873;3;2
pub.1125782569;9;8
pub.1125790979;3;2
pub.1125792205;36;27
pub.1125794372;36;27
pub.1125797832;9;8
pub.1125563562;3;2
pub.1125566440;3;2
pub.1125604415;175;25
pub.1125609659;3;2
pub.1125610333;3;2
pub.1125613057;62;32
pub.1125613288;3;2
pub.1125615140;3;2
pub.1125617869;3;2
pub.1125620179;3;2
pub.1125620473;4;3
pub.1125621131;31;24
pub.1125622863;18;15
pub.1125623423;5;4
pub.1125623932;3;2
pub.1125625237;3;2
pub.1125625670;3;2
pub.1125625986;5;4
pub.1125627144;3;2
pub.1125627599;3;2
pub.1125628967;3;2
pub.1125630978;3;2
pub.1125631122;36;27
pub.1125632107;3;2
pub.1125633129;3;2
pub.1125636072;161;2
pub.1125637705;18;15
pub.1125639060;91;62
pub.1125662077;100;66
pub.1125663271;3;2
pub.1125663567;3;2
pub.1125666705;3;2
pub.1125668970;146;2
pub.1125669078;5;4
pub.1125670218;3;2
pub.1125671400;3;2
pub.1125673060;1109;724
pub.1125677575;36;27
pub.1125679155;3;2
pub.1125679817;3;2
pub.1125679908;9;8
pub.1125681832;3;2
pub.1125682579;82;56
pub.1125683959;3;2
pub.1125684405;9;8
pub.1125684766;58;41
pub.1125685612;3;2
pub.1125688961;3;2
pub.1125689626;3;2
pub.1125691672;3;2
pub.1125692392;3;2
pub.1125692733;3;2
pub.1125693449;77;2
pub.1125694627;1906;1292
pub.1125695071;36;27
pub.1125698022;3;2
pub.1125711748;3;2
pub.1125713855;56;40
pub.1125716071;3;2
pub.1125716415;1907;2
pub.1125719025;47;21
pub.1125719125;31;24
pub.1125719920;1908;1293
pub.1125723604;23;19
pub.1125732522;3;2
pub.1125732662;3;2
pub.1125733771;5;4
pub.1125734875;3;2
pub.1125736901;3;2
pub.1125736924;3;2
pub.1125626567;3;2
pub.1125629202;1909;1294
pub.1125630429;3;2
pub.1125630660;62;32
pub.1125632702;3;2
pub.1125633763;3;2
pub.1125636417;37;28
pub.1125638136;3;2
pub.1125638989;50;18
pub.1125639024;18;15
pub.1125640258;4;3
pub.1125651792;13;4
pub.1125652044;3;2
pub.1125652046;3;2
pub.1125666704;3;2
pub.1125670219;3;2
pub.1125674766;3;2
pub.1125675372;3;2
pub.1125675419;3;2
pub.1125679181;3;2
pub.1125680128;20;3
pub.1125680593;3;2
pub.1125680908;3;2
pub.1125681341;3;2
pub.1125681898;3;2
pub.1125685205;362;238
pub.1125685558;3;2
pub.1125685583;56;40
pub.1125687520;86;59
pub.1125690704;3;2
pub.1125691622;47;21
pub.1125693595;9;8
pub.1125694535;3;2
pub.1125696774;3;2
pub.1125707011;3;2
pub.1125707205;4;3
pub.1125709261;3;2
pub.1125710026;3;2
pub.1125711375;20;3
pub.1125711432;3;2
pub.1125711923;47;21
pub.1125712004;47;21
pub.1125712716;3;2
pub.1125713683;3;2
pub.1125714721;1910;1295
pub.1125715554;36;27
pub.1125718990;3;2
pub.1125719803;36;27
pub.1125731792;7;6
pub.1125732297;58;41
pub.1125748589;3;2
pub.1125748997;3;2
pub.1125754851;161;2
pub.1125755213;3;2
pub.1125756664;15;12
pub.1125756860;3;2
pub.1125757904;161;2
pub.1125762500;36;27
pub.1125767413;3;2
pub.1125769378;3;2
pub.1125769888;3;2
pub.1125775128;68;47
pub.1125778545;3;2
pub.1125784298;3;2
pub.1125787186;1911;1296
pub.1125792073;3;2
pub.1125795920;126;36
pub.1125796174;3;2
pub.1125797482;56;40
pub.1125797748;3;2
pub.1125797798;3;2
pub.1125797830;3;2
pub.1125797846;3;2
pub.1125797850;12;10
pub.1125797861;3;2
pub.1125797961;0;0
pub.1125798867;46;33
pub.1125798879;47;21
pub.1125799655;56;40
pub.1125802779;3;2
pub.1125804162;1912;1297
pub.1125807053;126;36
pub.1125549001;70;1
pub.1125550516;3;2
pub.1125552144;175;25
pub.1125552266;3;2
pub.1125554285;3;2
pub.1125554672;3;2
pub.1125556056;50;18
pub.1125556150;3;2
pub.1125557074;3;2
pub.1125560469;3;2
pub.1125562165;3;2
pub.1125562452;56;40
pub.1125597261;567;370
pub.1125604378;126;36
pub.1125612147;0;0
pub.1125613242;3;2
pub.1125613855;4;3
pub.1125614225;3;2
pub.1125618150;5;4
pub.1125618527;1120;2
pub.1125619208;22;18
pub.1125631403;56;40
pub.1125635554;1913;1298
pub.1125635861;3;2
pub.1125654914;3;2
pub.1125655277;3;2
pub.1125663573;3;2
pub.1125669537;3;2
pub.1125671402;3;2
pub.1125676836;3;2
pub.1125679156;3;2
pub.1125681531;3;2
pub.1125685950;36;27
pub.1125687417;94;63
pub.1125688508;119;57
pub.1125692621;3;2
pub.1125693699;3;2
pub.1125694215;3;2
pub.1125695116;3;2
pub.1125698940;36;27
pub.1125709717;220;140
pub.1125712037;112;26
pub.1125712479;84;57
pub.1125712525;3;2
pub.1125713247;22;18
pub.1125713532;41;4
pub.1125715197;3;2
pub.1125734212;9;8
pub.1125736809;47;21
pub.1125736988;21;17
pub.1125738811;3;2
pub.1125738812;3;2
pub.1125738847;7;6
pub.1125756972;3;2
pub.1125757434;22;18
pub.1125759040;33;25
pub.1125761632;146;2
pub.1125762942;49;2
pub.1125763813;3;2
pub.1125765499;3;2
pub.1125767804;3;2
pub.1125770023;3;2
pub.1125770922;9;8
pub.1125774871;1914;1299
pub.1125784297;3;2
pub.1125791049;36;27
pub.1125792054;3;2
pub.1125793621;50;18
pub.1125794330;3;2
pub.1125794845;118;75
pub.1125797710;3;2
pub.1125797804;4;3
pub.1125797837;3;2
pub.1125797859;3;2
pub.1125797926;22;18
pub.1125798853;3;2
pub.1125800068;1676;1121
pub.1125800451;22;18
pub.1125805250;3;2
pub.1125805251;3;2
pub.1125806677;5;4
pub.1125806726;20;3
pub.1125813505;3;2
pub.1125814112;3;2
pub.1125615143;62;32
pub.1125615215;3;2
pub.1125615737;3;2
pub.1125618352;3;2
pub.1125620141;3;2
pub.1125621612;3;2
pub.1125623121;3;2
pub.1125626945;3;2
pub.1125635725;3;2
pub.1125638999;12;10
pub.1125639366;3;2
pub.1125662937;3;2
pub.1125663951;51;35
pub.1125669257;12;10
pub.1125669332;3;2
pub.1125672709;3;2
pub.1125677414;117;61
pub.1125679125;161;2
pub.1125679154;3;2
pub.1125682932;5;4
pub.1125683786;36;27
pub.1125684065;3;2
pub.1125684910;3;2
pub.1125686751;146;2
pub.1125686808;74;50
pub.1125687338;56;40
pub.1125690784;47;21
pub.1125692053;3;2
pub.1125694864;9;8
pub.1125697128;3;2
pub.1125697213;3;2
pub.1125708037;119;57
pub.1125708062;36;27
pub.1125710294;36;27
pub.1125711557;362;238
pub.1125712553;101;67
pub.1125713157;15;12
pub.1125713189;3;2
pub.1125720859;47;21
pub.1125732303;102;68
pub.1125735434;1518;2
pub.1125737824;74;50
pub.1125753946;3;2
pub.1125754413;146;2
pub.1125757067;3;2
pub.1125759683;36;27
pub.1125760721;3;2
pub.1125760805;3;2
pub.1125762482;3;2
pub.1125762675;3;2
pub.1125763517;1915;1300
pub.1125764311;3;2
pub.1125766120;3;2
pub.1125774496;3;2
pub.1125774814;47;21
pub.1125774889;90;56
pub.1125774972;49;2
pub.1125775031;3;2
pub.1125790100;3;2
pub.1125790771;36;27
pub.1125793653;3;2
pub.1125794169;23;19
pub.1125794555;28;22
pub.1125794834;3;2
pub.1125794961;3;2
pub.1125797369;3;2
pub.1125797794;3;2
pub.1125797809;3;2
pub.1125797916;49;2
pub.1125799323;9;8
pub.1125799780;9;8
pub.1125799886;3;2
pub.1125814301;3;2
pub.1125814857;3;2
pub.1125816784;3;2
pub.1125816891;50;18
pub.1125818201;77;2
pub.1125822083;3;2
pub.1125823512;3;2
pub.1125824456;3;2
pub.1125824540;1916;2
pub.1125827484;3;2
pub.1125830393;3;2
pub.1125830468;10;5
pub.1125830832;3;2
pub.1125637667;62;32
pub.1125642597;36;27
pub.1125657298;3;2
pub.1125662746;20;3
pub.1125663054;3;2
pub.1125663376;3;2
pub.1125669352;3;2
pub.1125674715;3;2
pub.1125677354;57;38
pub.1125678617;141;40
pub.1125680030;18;15
pub.1125684668;3;2
pub.1125685668;100;66
pub.1125685848;49;2
pub.1125686662;12;10
pub.1125687339;146;2
pub.1125687468;56;40
pub.1125689100;116;74
pub.1125689386;3;2
pub.1125690465;9;8
pub.1125691186;8;7
pub.1125693333;3;2
pub.1125701170;3;2
pub.1125707010;175;25
pub.1125708392;18;15
pub.1125709375;22;18
pub.1125709830;4;3
pub.1125710791;0;0
pub.1125711029;68;47
pub.1125711360;3;2
pub.1125711401;5;4
pub.1125712138;23;19
pub.1125712327;3;2
pub.1125712447;3;2
pub.1125714527;127;80
pub.1125719240;9;8
pub.1125719597;3;2
pub.1125731560;3;2
pub.1125732930;3;2
pub.1125733352;3;2
pub.1125736855;56;40
pub.1125736904;220;140
pub.1125736905;1917;2
pub.1125736916;146;2
pub.1125736917;3;2
pub.1125736972;30;23
pub.1125738192;170;110
pub.1125759398;51;35
pub.1125759670;3;2
pub.1125761189;47;21
pub.1125762121;36;27
pub.1125762664;3;2
pub.1125762727;3;2
pub.1125769342;3;2
pub.1125771003;50;18
pub.1125774872;3;2
pub.1125774874;3;2
pub.1125775349;3;2
pub.1125775436;130;2
pub.1125777241;3;2
pub.1125782570;54;38
pub.1125783961;912;2
pub.1125786587;36;27
pub.1125790833;68;47
pub.1125792296;3;2
pub.1125797805;3;2
pub.1125797813;3;2
pub.1125797827;50;18
pub.1125797844;362;238
pub.1125797862;9;8
pub.1125797958;3;2
pub.1125797980;3;2
pub.1125798750;6;5
pub.1125798886;3;2
pub.1125806822;68;47
pub.1125806841;6;5
pub.1125806933;3;2
pub.1125812439;49;2
pub.1125814589;3;2
pub.1125815245;0;0
pub.1125817930;3;2
pub.1125817974;3;2
pub.1125818272;119;57
pub.1125828629;3;2
pub.1125828659;4;3
pub.1125834581;50;18
pub.1125834587;49;2
pub.1125834614;236;68
pub.1125836315;3;2
pub.1125838395;3;2
pub.1125839111;4;3
pub.1125839195;4;3
pub.1125841152;3;2
pub.1125841241;3;2
pub.1125841334;93;3
pub.1125841374;3;2
pub.1125841715;3;2
pub.1125841948;85;58
pub.1125841986;3;2
pub.1125633140;4;3
pub.1125635009;3;2
pub.1125636614;3;2
pub.1125636776;3;2
pub.1125638751;110;61
pub.1125654915;4;3
pub.1125662606;3;2
pub.1125664022;47;21
pub.1125675616;9;8
pub.1125678654;6;5
pub.1125679157;3;2
pub.1125679184;3;2
pub.1125679397;3;2
pub.1125683194;4;3
pub.1125683628;3;2
pub.1125684844;1;0
pub.1125684953;0;0
pub.1125685622;819;2
pub.1125686004;3;2
pub.1125688519;1918;2
pub.1125690435;50;18
pub.1125691766;3;2
pub.1125693390;3;2
pub.1125693709;3;2
pub.1125697936;3;2
pub.1125698975;5;4
pub.1125707012;175;25
pub.1125711978;3;2
pub.1125713061;3;2
pub.1125714084;1759;40
pub.1125715045;50;18
pub.1125721648;3;2
pub.1125733790;9;8
pub.1125734210;22;18
pub.1125734211;3;2
pub.1125734605;3;2
pub.1125734607;3;2
pub.1125736909;3;2
pub.1125736910;3;2
pub.1125753739;22;18
pub.1125755906;3;2
pub.1125756309;109;7
pub.1125758390;3;2
pub.1125759734;3;2
pub.1125759865;175;25
pub.1125764954;3;2
pub.1125769283;63;30
pub.1125790970;104;69
pub.1125792090;36;27
pub.1125794962;3;2
pub.1125795690;170;110
pub.1125797711;3;2
pub.1125797797;1919;2
pub.1125797825;3;2
pub.1125797847;1920;1301
pub.1125797888;3;2
pub.1125803661;3;2
pub.1125811919;94;63
pub.1125812589;3;2
pub.1125818249;38;29
pub.1125821215;36;27
pub.1125821818;3;2
pub.1125822584;3;2
pub.1125823135;65;23
pub.1125824269;81;15
pub.1125825565;3;2
pub.1125827545;20;3
pub.1125827668;35;13
pub.1125829107;3;2
pub.1125829806;3;2
pub.1125830528;273;175
pub.1125830872;4;3
pub.1125833145;3;2
pub.1125833763;175;25
pub.1125835602;98;10
pub.1125835769;36;27
pub.1125835774;3;2
pub.1125838384;3;2
pub.1125839288;9;8
pub.1125841114;3;2
pub.1125841637;20;3
pub.1125841730;1921;1302
pub.1125842875;34;26
pub.1125851617;6;5
pub.1125854135;50;18
pub.1125856092;3;2
pub.1125856425;1816;1226
pub.1125857731;3;2
pub.1125716143;1922;1303
pub.1125717043;4;3
pub.1125718065;68;47
pub.1125719304;3;2
pub.1125723618;180;7
pub.1125734319;3;2
pub.1125734886;3;2
pub.1125736912;3;2
pub.1125736914;12;10
pub.1125737997;3;2
pub.1125738730;68;47
pub.1125742673;112;26
pub.1125755837;3;2
pub.1125756312;3;2
pub.1125758890;6;5
pub.1125758976;3;2
pub.1125763195;62;32
pub.1125764894;418;275
pub.1125765965;3;2
pub.1125766376;9;8
pub.1125768337;3;2
pub.1125768619;5;4
pub.1125771754;36;27
pub.1125773846;3;2
pub.1125774204;84;57
pub.1125774356;3;2
pub.1125791600;6;5
pub.1125792055;3;2
pub.1125794551;3;2
pub.1125794964;3;2
pub.1125797373;3;2
pub.1125797796;50;18
pub.1125797876;3;2
pub.1125799735;3;2
pub.1125801342;3;2
pub.1125812751;22;18
pub.1125813573;36;27
pub.1125816116;12;10
pub.1125821421;4;3
pub.1125823609;902;588
pub.1125825601;63;30
pub.1125827849;3;2
pub.1125827999;108;38
pub.1125828710;41;4
pub.1125828722;49;2
pub.1125828930;50;18
pub.1125829220;9;8
pub.1125830559;3;2
pub.1125831046;9;8
pub.1125834435;1923;1304
pub.1125836918;5;4
pub.1125837392;56;40
pub.1125838557;3;2
pub.1125839095;122;5
pub.1125839237;3;2
pub.1125839627;4;3
pub.1125839791;9;8
pub.1125841336;1924;1305
pub.1125841362;36;27
pub.1125841804;3;2
pub.1125847456;566;369
pub.1125854179;9;8
pub.1125854263;38;29
pub.1125855626;3;2
pub.1125856240;3;2
pub.1125858044;3;2
pub.1125858047;3;2
pub.1125858825;50;18
pub.1125859095;50;18
pub.1125859289;3;2
pub.1125893332;28;22
pub.1125897725;34;26
pub.1125897829;0;0
pub.1125898568;3;2
pub.1125898722;170;110
pub.1125898847;3;2
pub.1125899643;36;27
pub.1125899912;41;4
pub.1125900490;9;8
pub.1125900810;3;2
pub.1125900876;161;2
pub.1125900995;3;2
pub.1125901648;9;8
pub.1125901863;3;2
pub.1125902335;3;2
pub.1125904909;3;2
pub.1125905003;3;2
pub.1125907050;49;2
pub.1125920575;3;2
pub.1125921252;47;21
pub.1125921567;47;21
pub.1125921818;55;39
pub.1125921888;6;5
pub.1125922404;3;2
pub.1125922499;34;26
pub.1125696811;3;2
pub.1125712206;1;0
pub.1125712449;3;2
pub.1125713384;3;2
pub.1125714741;34;26
pub.1125715377;3;2
pub.1125715771;47;21
pub.1125716551;127;80
pub.1125717196;119;57
pub.1125717558;3;2
pub.1125718805;3;2
pub.1125719237;50;18
pub.1125719598;3;2
pub.1125720766;3;2
pub.1125731420;3;2
pub.1125732262;3;2
pub.1125732263;1925;1306
pub.1125732307;68;47
pub.1125732636;36;27
pub.1125733621;3;2
pub.1125734606;3;2
pub.1125734891;36;27
pub.1125734892;3;2
pub.1125736774;45;23
pub.1125745278;3;2
pub.1125749498;6;5
pub.1125754801;175;25
pub.1125756108;3;2
pub.1125757304;3;2
pub.1125757769;3;2
pub.1125761055;3;2
pub.1125762618;667;435
pub.1125762851;4;3
pub.1125762971;3;2
pub.1125763179;3;2
pub.1125763725;32;12
pub.1125765244;311;202
pub.1125766366;47;21
pub.1125770474;3;2
pub.1125773804;50;18
pub.1125774856;3;2
pub.1125774867;3;2
pub.1125775179;49;2
pub.1125778936;18;15
pub.1125786465;3;2
pub.1125790938;3;2
pub.1125792203;3;2
pub.1125793720;3;2
pub.1125794336;22;18
pub.1125794389;3;2
pub.1125794552;3;2
pub.1125794963;3;2
pub.1125795141;85;58
pub.1125795813;5;4
pub.1125797709;3;2
pub.1125797811;3;2
pub.1125797814;3;2
pub.1125797878;3;2
pub.1125797886;3;2
pub.1125798862;1926;2
pub.1125798888;3;2
pub.1125813460;3;2
pub.1125817734;112;26
pub.1125818200;3;2
pub.1125821294;3;2
pub.1125825072;1927;1307
pub.1125825563;3;2
pub.1125829122;36;27
pub.1125831027;3;2
pub.1125831365;3;2
pub.1125832565;3;2
pub.1125834869;161;2
pub.1125835403;102;68
pub.1125835465;63;30
pub.1125836700;114;73
pub.1125837045;122;5
pub.1125837952;3;2
pub.1125838011;3;2
pub.1125838438;3;2
pub.1125838464;9;8
pub.1125839224;3;2
pub.1125839695;3;2
pub.1125841333;1928;1308
pub.1125841335;1929;1309
pub.1125841404;36;27
pub.1125851448;175;25
pub.1125851610;26;4
pub.1125854177;9;8
pub.1125856239;3;2
pub.1125692090;119;57
pub.1125694624;3;2
pub.1125707729;50;18
pub.1125707959;3;2
pub.1125708587;3;2
pub.1125710653;85;58
pub.1125710960;48;34
pub.1125711145;220;140
pub.1125711563;0;0
pub.1125713611;44;2
pub.1125715165;13;4
pub.1125717445;3;2
pub.1125717979;3;2
pub.1125732748;3;2
pub.1125733295;22;18
pub.1125734178;161;2
pub.1125734326;3;2
pub.1125734878;3;2
pub.1125735435;3;2
pub.1125736907;414;271
pub.1125746033;3;2
pub.1125748999;3;2
pub.1125757212;3;2
pub.1125758159;3;2
pub.1125758458;36;27
pub.1125761411;170;110
pub.1125762973;36;27
pub.1125763929;3;2
pub.1125766530;109;7
pub.1125768082;36;27
pub.1125769264;3;2
pub.1125771359;3;2
pub.1125773773;5;4
pub.1125775110;47;21
pub.1125778224;3;2
pub.1125792539;1930;1310
pub.1125793926;3;2
pub.1125794194;26;4
pub.1125794411;36;27
pub.1125794554;3;2
pub.1125794972;3;2
pub.1125796173;3;2
pub.1125797735;0;0
pub.1125797834;3;2
pub.1125797838;3;2
pub.1125797840;1931;1311
pub.1125797870;3;2
pub.1125798754;3;2
pub.1125798858;36;27
pub.1125798861;50;18
pub.1125798864;141;40
pub.1125805177;3;2
pub.1125814051;3;2
pub.1125818081;3;2
pub.1125822031;1932;1312
pub.1125823582;56;40
pub.1125824280;22;18
pub.1125825375;56;40
pub.1125825440;85;58
pub.1125827561;47;21
pub.1125830630;3;2
pub.1125831722;9;8
pub.1125832183;3;2
pub.1125834266;81;15
pub.1125834288;3;2
pub.1125835137;49;2
pub.1125836263;84;57
pub.1125836353;3;2
pub.1125836825;6;5
pub.1125837644;1933;1313
pub.1125837994;46;33
pub.1125838545;3;2
pub.1125841384;56;40
pub.1125841698;130;2
pub.1125841947;56;40
pub.1125841980;161;2
pub.1125854188;15;12
pub.1125854243;15;12
pub.1125855673;3;2
pub.1125856137;3;2
pub.1125856215;220;140
pub.1125856247;46;33
pub.1125856248;3;2
pub.1125857044;36;27
pub.1125857568;3;2
pub.1125857569;86;59
pub.1125857708;3;2
pub.1125858018;362;238
pub.1125858034;69;48
pub.1125858042;3;2
pub.1125858798;139;26
pub.1125858807;3;2
pub.1125859218;1934;1314
pub.1125859306;36;27
pub.1125894467;68;47
pub.1125894521;98;10
pub.1125894628;3;2
pub.1125897146;161;2
pub.1125900652;23;19
pub.1125901728;3;2
pub.1125902915;3;2
pub.1125744278;3;2
pub.1125745267;3;2
pub.1125749583;81;15
pub.1125756986;34;26
pub.1125757792;104;69
pub.1125758524;47;21
pub.1125759073;3;2
pub.1125759863;162;106
pub.1125761218;33;25
pub.1125761267;3;2
pub.1125761486;36;27
pub.1125766836;3;2
pub.1125767388;3;2
pub.1125769651;47;21
pub.1125769691;1935;1315
pub.1125774214;79;54
pub.1125774504;3;2
pub.1125775192;3;2
pub.1125778235;172;111
pub.1125778544;22;18
pub.1125778558;3;2
pub.1125787073;23;19
pub.1125790614;98;10
pub.1125793925;3;2
pub.1125793933;3;2
pub.1125797390;3;2
pub.1125797512;130;2
pub.1125797562;118;75
pub.1125797803;1936;1316
pub.1125797815;3;2
pub.1125797829;36;27
pub.1125797867;3;2
pub.1125797875;9;8
pub.1125797885;3;2
pub.1125797887;3;2
pub.1125797962;3;2
pub.1125798042;3;2
pub.1125798856;3;2
pub.1125798897;23;19
pub.1125799813;140;89
pub.1125799838;20;3
pub.1125811994;36;27
pub.1125817098;3;2
pub.1125818252;7;6
pub.1125821777;5;4
pub.1125822096;12;10
pub.1125822178;3;2
pub.1125822985;3;2
pub.1125824239;12;10
pub.1125824526;3;2
pub.1125827457;3;2
pub.1125827497;26;4
pub.1125827590;12;10
pub.1125827724;362;238
pub.1125832751;3;2
pub.1125832891;3;2
pub.1125834619;1937;1317
pub.1125836576;14;11
pub.1125838399;26;4
pub.1125839320;1938;1318
pub.1125841339;3;2
pub.1125841372;3;2
pub.1125841985;3;2
pub.1125845032;3;2
pub.1125854246;94;63
pub.1125855886;3;2
pub.1125856189;33;25
pub.1125857755;3;2
pub.1125858030;3;2
pub.1125858033;362;238
pub.1125858148;50;18
pub.1125858805;3;2
pub.1125859891;23;19
pub.1125883878;25;20
pub.1125884468;5;4
pub.1125893172;175;25
pub.1125893811;3;2
pub.1125894827;3;2
pub.1125895348;3;2
pub.1125897780;5;4
pub.1125806899;98;10
pub.1125811925;50;18
pub.1125813129;3;2
pub.1125815003;127;80
pub.1125815669;3;2
pub.1125815841;172;111
pub.1125818270;1939;1319
pub.1125822322;161;2
pub.1125822481;3;2
pub.1125822752;3;2
pub.1125823734;161;2
pub.1125825073;36;27
pub.1125825514;3;2
pub.1125827506;47;21
pub.1125827641;3;2
pub.1125828979;63;30
pub.1125829428;85;58
pub.1125834590;63;30
pub.1125836650;3;2
pub.1125837105;22;18
pub.1125838518;3;2
pub.1125838889;3;2
pub.1125841140;36;27
pub.1125841338;3;2
pub.1125841729;3;2
pub.1125841936;56;40
pub.1125847158;3;2
pub.1125855371;3;2
pub.1125856114;72;27
pub.1125858028;36;27
pub.1125858049;3;2
pub.1125858821;47;21
pub.1125884717;28;22
pub.1125895120;93;3
pub.1125895292;3;2
pub.1125896128;85;58
pub.1125896961;27;21
pub.1125901730;3;2
pub.1125902590;1940;1320
pub.1125903556;5;4
pub.1125903653;3;2
pub.1125903851;3;2
pub.1125904647;3;2
pub.1125907123;3;2
pub.1125908021;56;40
pub.1125908636;3;2
pub.1125909362;141;40
pub.1125917479;5;4
pub.1125921897;3;2
pub.1125922246;146;2
pub.1125922302;141;40
pub.1125922548;3;2
pub.1125925310;3;2
pub.1125925371;3;2
pub.1125925372;3;2
pub.1125925922;112;26
pub.1125925933;56;40
pub.1125931166;24;18
pub.1125942826;36;27
pub.1125943260;9;8
pub.1125943267;3;2
pub.1125943526;3;2
pub.1125943963;3;2
pub.1125944531;3;2
pub.1125944976;5;4
pub.1125945297;3;2
pub.1125945872;3;2
pub.1125946434;36;27
pub.1125946614;3;2
pub.1125946906;3;2
pub.1125947309;3;2
pub.1125948743;3;2
pub.1125949018;3;2
pub.1125949658;49;2
pub.1125949684;3;2
pub.1125950591;3;2
pub.1125950743;3;2
pub.1125950820;3;2
pub.1125951487;3;2
pub.1125952201;3;2
pub.1125952518;49;2
pub.1125952553;30;23
pub.1125953280;102;68
pub.1125955969;36;27
pub.1125957367;113;72
pub.1125957906;56;40
pub.1125957917;50;18
pub.1125958113;3;2
pub.1125958228;1941;1321
pub.1125961645;3;2
pub.1125973707;3;2
pub.1125973736;36;27
pub.1125973850;36;27
pub.1125977440;3;2
pub.1125978056;3;2
pub.1125978772;12;10
pub.1125986575;3;2
pub.1125986663;36;27
pub.1125986785;3;2
pub.1125987759;3;2
pub.1125797848;3;2
pub.1125797869;3;2
pub.1125797883;25;20
pub.1125798752;1120;2
pub.1125802485;3;2
pub.1125812185;3;2
pub.1125814448;3;2
pub.1125816302;77;2
pub.1125816844;3;2
pub.1125817527;3;2
pub.1125818275;1942;1322
pub.1125821391;3;2
pub.1125821587;36;27
pub.1125822736;3;2
pub.1125822758;3;2
pub.1125825074;3;2
pub.1125825560;130;2
pub.1125828280;46;33
pub.1125829017;3;2
pub.1125829954;36;27
pub.1125830974;3;2
pub.1125831062;892;583
pub.1125831289;0;0
pub.1125831828;105;70
pub.1125832704;9;8
pub.1125833243;1943;1323
pub.1125837535;3;2
pub.1125839682;105;70
pub.1125841340;1944;2
pub.1125841553;1945;1324
pub.1125843578;36;27
pub.1125851463;3;2
pub.1125851635;5;4
pub.1125857548;77;2
pub.1125858046;3;2
pub.1125858050;3;2
pub.1125859894;34;26
pub.1125881166;3;2
pub.1125882676;36;27
pub.1125893135;3;2
pub.1125893788;170;110
pub.1125894316;3;2
pub.1125899384;4;3
pub.1125899888;3;2
pub.1125899904;49;2
pub.1125900651;3;2
pub.1125901211;3;2
pub.1125902525;5;4
pub.1125903991;3;2
pub.1125905155;3;2
pub.1125907389;161;2
pub.1125920574;3;2
pub.1125922008;175;25
pub.1125922280;3;2
pub.1125922409;130;2
pub.1125925071;9;8
pub.1125925121;3;2
pub.1125925223;3;2
pub.1125925293;3;2
pub.1125925304;3;2
pub.1125925315;3;2
pub.1125925321;36;27
pub.1125925818;22;18
pub.1125925925;220;140
pub.1125929193;131;67
pub.1125931167;4;3
pub.1125932242;47;21
pub.1125943758;3;2
pub.1125944311;68;47
pub.1125944509;3;2
pub.1125945674;3;2
pub.1125945743;1946;1325
pub.1125945986;47;21
pub.1125946042;56;40
pub.1125946339;9;8
pub.1125946598;50;18
pub.1125948388;1947;1326
pub.1125949055;22;18
pub.1125950168;37;28
pub.1125950666;3;2
pub.1125951008;3;2
pub.1125951020;3;2
pub.1125951060;3;2
pub.1125951438;1948;1327
pub.1125951764;175;25
pub.1125953461;26;4
pub.1125953943;36;27
pub.1125953997;72;27
pub.1125954338;3;2
pub.1125954802;3;2
pub.1125955293;3;2
pub.1125955314;3;2
pub.1125955561;1485;983
pub.1125955769;3;2
pub.1125955824;56;40
pub.1125956190;80;55
pub.1125709552;220;140
pub.1125709887;3;2
pub.1125712664;3;2
pub.1125715155;3;2
pub.1125716147;3;2
pub.1125721646;1949;1328
pub.1125723534;3;2
pub.1125728770;22;18
pub.1125732250;3;2
pub.1125732260;4;3
pub.1125732513;68;47
pub.1125734321;3;2
pub.1125734608;3;2
pub.1125736443;3;2
pub.1125736968;3;2
pub.1125738195;130;2
pub.1125738754;9;8
pub.1125738773;50;18
pub.1125738848;3;2
pub.1125755068;3;2
pub.1125755890;3;2
pub.1125757863;3;2
pub.1125758071;127;80
pub.1125758370;13;4
pub.1125760036;72;27
pub.1125764017;161;2
pub.1125764295;36;27
pub.1125765564;33;25
pub.1125765572;3;2
pub.1125767997;3;2
pub.1125772502;3;2
pub.1125774203;3;2
pub.1125774589;20;3
pub.1125774868;3;2
pub.1125790092;161;2
pub.1125792102;3;2
pub.1125792179;3;2
pub.1125793676;3;2
pub.1125793694;3;2
pub.1125793951;3;2
pub.1125794553;3;2
pub.1125794556;3;2
pub.1125797823;3;2
pub.1125797841;3;2
pub.1125797842;3;2
pub.1125797866;3;2
pub.1125797868;50;18
pub.1125797872;3;2
pub.1125797873;3;2
pub.1125798887;3;2
pub.1125806727;3;2
pub.1125813364;3;2
pub.1125813899;3;2
pub.1125816318;0;0
pub.1125817273;44;2
